preferred	ensembl	entrez
RN7SL825P	ENSG00000239731	ENSG00000239731
CITED1	ENSG00000125931	4435
MTND6P22	ENSG00000270230	ENSG00000270230
ENSG00000124693	ENSG00000124693	ENSG00000124693
SNORD66	ENSG00000212158	692107
LDLRAD2	ENSG00000187942	401944
AL032821.1	ENSG00000234484	ENSG00000234484
AC100812.1	ENSG00000272192	ENSG00000272192
AC074051.1	ENSG00000242278	ENSG00000242278
ENSG00000266347	ENSG00000266347	ENSG00000266347
AC092570.3	ENSG00000237549	ENSG00000237549
LINC01307	ENSG00000231671	104355286
FO704657.1	ENSG00000272004	ENSG00000272004
SNORD5	ENSG00000239195	692072
AC004692.1	ENSG00000213717	ENSG00000213717
AC097467.1	ENSG00000249924	ENSG00000249924
RPL12P15	ENSG00000230993	ENSG00000230993
BTBD7P1	ENSG00000203414	ENSG00000203414
AC084357.1	ENSG00000240027	ENSG00000240027
RPS15AP38	ENSG00000237668	ENSG00000237668
CNTD2	ENSG00000105219	79935
LINC01443	ENSG00000266554	400644
ENSG00000234038	ENSG00000234038	ENSG00000234038
AL161729.1	ENSG00000271155	ENSG00000271155
ENSG00000265624	ENSG00000265624	ENSG00000265624
LOC101928307	ENSG00000230910	101928307
MYO1B	ENSG00000128641	4430
HSPD1P11	ENSG00000251348	ENSG00000251348
TEKT3	ENSG00000125409	64518
SNORA7	ENSG00000206913	ENSG00000206913
SERPINF2	ENSG00000167711	5345
AL353150.1	ENSG00000224945	ENSG00000224945
RN7SL629P	ENSG00000241243	ENSG00000241243
VTRNA1-1	ENSG00000199990	56664
RNU6-807P	ENSG00000252614	ENSG00000252614
SNX18P13	ENSG00000230965	ENSG00000230965
BX284668.5	ENSG00000238142	ENSG00000238142
LINC02302	ENSG00000258998	ENSG00000258998
ENSG00000256439	ENSG00000256439	ENSG00000256439
C1orf167	ENSG00000215910	ENSG00000215910
AL590399.4	ENSG00000231995	ENSG00000231995
LOC101927571	ENSG00000266850	101927571
AC073487.1	ENSG00000257509	ENSG00000257509
LINC01676	ENSG00000230768	101928476
LOC105379374	ENSG00000253363	105379374
MTCYBP4	ENSG00000220113	ENSG00000220113
IGHV3-42	ENSG00000254228	ENSG00000254228
AC117569.1	ENSG00000264587	ENSG00000264587
PROZ	ENSG00000126231	8858
AL357033.1	ENSG00000167046	ENSG00000167046
UPK1A-AS1	ENSG00000226510	100862728
RPL21P39	ENSG00000239797	ENSG00000239797
RHOU	ENSG00000116574	58480
ENSG00000264965	ENSG00000264965	ENSG00000264965
ENSG00000272675	ENSG00000272675	ENSG00000272675
DMRT1	ENSG00000137090	1761
ESRRB	ENSG00000119715	2103
LINC00239	ENSG00000258512	145200
AC122688.2	ENSG00000256814	ENSG00000256814
SNORD58C	ENSG00000202093	ENSG00000202093
VSIG4	ENSG00000155659	11326
ERC2	ENSG00000187672	26059
AC023050.1	ENSG00000244436	ENSG00000244436
ENSG00000272524	ENSG00000272524	ENSG00000272524
RPL7P15	ENSG00000240622	ENSG00000240622
AL162431.1	ENSG00000225857	ENSG00000225857
KLRC4-KLRK1	ENSG00000213809	100528032
KLRK1	ENSG00000213809	22914
ENSG00000269636	ENSG00000269636	ENSG00000269636
THSD4-AS1	ENSG00000259964	ENSG00000259964
AP001372.4	ENSG00000254974	ENSG00000254974
AHSP	ENSG00000169877	51327
AL451139.1	ENSG00000225854	ENSG00000225854
MIR1227	ENSG00000221411	100302283
ADAM20P1	ENSG00000259158	317760
AL096800.1	ENSG00000217746	ENSG00000217746
AC097534.1	ENSG00000248774	ENSG00000248774
AC011473.1	ENSG00000268390	ENSG00000268390
DMRT2	ENSG00000173253	10655
ENSG00000221100	ENSG00000221100	ENSG00000221100
ALDOB	ENSG00000136872	229
AC006033.1	ENSG00000231916	ENSG00000231916
AL117381.1	ENSG00000236559	ENSG00000236559
C9orf163	ENSG00000196366	ENSG00000196366
CXCR5	ENSG00000160683	643
CHDH	ENSG00000016391	55349
RN7SL65P	ENSG00000243770	ENSG00000243770
MIR583HG	ENSG00000250551	ENSG00000250551
AGGF1P1	ENSG00000214273	ENSG00000214273
AC103563.3	ENSG00000231331	ENSG00000231331
AC099568.1	ENSG00000231613	ENSG00000231613
LINC01694	ENSG00000233922	105372840
AL451074.3	ENSG00000225272	ENSG00000225272
AP001767.2	ENSG00000255010	ENSG00000255010
RN7SL385P	ENSG00000241333	ENSG00000241333
AC091053.2	ENSG00000254900	ENSG00000254900
ENSG00000263488	ENSG00000263488	ENSG00000263488
RN7SL466P	ENSG00000241347	ENSG00000241347
AC244033.1	ENSG00000223945	ENSG00000223945
AL158823.1	ENSG00000228053	ENSG00000228053
ENSG00000205505	ENSG00000205505	ENSG00000205505
EEF1A1P21	ENSG00000249542	ENSG00000249542
AC003092.1	ENSG00000236453	ENSG00000236453
ATRNL1	ENSG00000107518	26033
LMO7DN	ENSG00000178734	729420
PCDHGA9	ENSG00000261934	56107
Z97985.1	ENSG00000182574	ENSG00000182574
CDC42EP4	ENSG00000179604	23580
AC018710.1	ENSG00000250839	ENSG00000250839
RPL30P2	ENSG00000234272	ENSG00000234272
AC004862.1	ENSG00000232667	ENSG00000232667
XYLT1	ENSG00000103489	64131
SOCS5P3	ENSG00000235805	ENSG00000235805
SLC22A1	ENSG00000175003	6580
TUNAR	ENSG00000250366	100507043
AP002812.5	ENSG00000255449	ENSG00000255449
LOC101928775	ENSG00000228714	101928775
ENSG00000232210	ENSG00000232210	ENSG00000232210
RN7SL791P	ENSG00000241291	ENSG00000241291
LINC00367	ENSG00000233780	101930748
RN7SL211P	ENSG00000244534	ENSG00000244534
ENSG00000238861	ENSG00000238861	ENSG00000238861
AC011120.1	ENSG00000264196	ENSG00000264196
C10orf126	ENSG00000204365	283080
RPS3P1	ENSG00000230935	ENSG00000230935
ADGRB2	ENSG00000121753	576
AC004980.4	ENSG00000250778	ENSG00000250778
AC010460.3	ENSG00000250332	ENSG00000250332
AC018868.2	ENSG00000259751	ENSG00000259751
HSPA8P1	ENSG00000234176	ENSG00000234176
AC013549.1	ENSG00000203258	ENSG00000203258
MTND4LP10	ENSG00000240084	ENSG00000240084
RN7SL559P	ENSG00000240750	ENSG00000240750
FAM220CP	ENSG00000213612	ENSG00000213612
AC006262.2	ENSG00000269729	ENSG00000269729
AC124916.2	ENSG00000270285	ENSG00000270285
OTUB2	ENSG00000089723	78990
AC090204.1	ENSG00000247134	ENSG00000247134
NR4A3	ENSG00000119508	8013
MTND4LP5	ENSG00000270350	ENSG00000270350
LINC00483	ENSG00000167117	ENSG00000167117
CTAGE8	ENSG00000244693	100142659
AC009779.6	ENSG00000270458	ENSG00000270458
CLCN4	ENSG00000073464	1183
MIS18A-AS1	ENSG00000227256	ENSG00000227256
AL445471.1	ENSG00000229162	ENSG00000229162
MIR133A1HG	ENSG00000265142	102723167
ENSG00000252150	ENSG00000252150	ENSG00000252150
EIF3LP2	ENSG00000233837	ENSG00000233837
ENSG00000228991	ENSG00000228991	ENSG00000228991
PGM5P4-AS1	ENSG00000231943	103344932
RPL30P13	ENSG00000229014	ENSG00000229014
WNT2B	ENSG00000134245	7482
IER5L	ENSG00000188483	389792
RPS15AP40	ENSG00000233921	ENSG00000233921
KLK2	ENSG00000167751	3817
STEAP1B	ENSG00000105889	256227
LINC01951	ENSG00000204754	ENSG00000204754
AC022272.1	ENSG00000250027	ENSG00000250027
WNT10B	ENSG00000169884	7480
AC107398.1	ENSG00000242431	ENSG00000242431
MTCO1P7	ENSG00000236211	ENSG00000236211
MDS2	ENSG00000197880	259283
AC104521.1	ENSG00000269425	ENSG00000269425
ENSG00000261280	ENSG00000261280	ENSG00000261280
CCDC148	ENSG00000153237	130940
C14orf132	ENSG00000227051	56967
AC114801.1	ENSG00000248128	ENSG00000248128
FLJ13224	ENSG00000177340	79857
RN7SL507P	ENSG00000239702	ENSG00000239702
PPAN-P2RY11	ENSG00000243207	692312
RPL29P22	ENSG00000239924	ENSG00000239924
LINC00299	ENSG00000236790	ENSG00000236790
RN7SL230P	ENSG00000264916	ENSG00000264916
AC092620.3	ENSG00000260059	ENSG00000260059
NEURL1	ENSG00000107954	9148
AL035398.1	ENSG00000224856	ENSG00000224856
SLC6A16	ENSG00000063127	28968
ENSG00000256786	ENSG00000256786	ENSG00000256786
MIR4513	ENSG00000264386	100616183
HSPA8P4	ENSG00000248610	ENSG00000248610
AL136038.1	ENSG00000205767	ENSG00000205767
RNA5SP108	ENSG00000271924	ENSG00000271924
LGMNP1	ENSG00000214269	ENSG00000214269
RPL7P38	ENSG00000239473	ENSG00000239473
ENSG00000224867	ENSG00000224867	ENSG00000224867
IGHV1-45	ENSG00000211961	ENSG00000211961
ATE1-AS1	ENSG00000226864	100130887
AK3P3	ENSG00000230042	ENSG00000230042
ENSG00000271769	ENSG00000271769	ENSG00000271769
PSPHP1	ENSG00000226278	ENSG00000226278
BX664727.3	ENSG00000240240	ENSG00000240240
AC234781.1	ENSG00000224216	ENSG00000224216
FXYD7	ENSG00000221946	53822
IGKV2OR22-4	ENSG00000253691	ENSG00000253691
RPL12P12	ENSG00000236992	ENSG00000236992
AL583834.1	ENSG00000220614	ENSG00000220614
LINC01932	ENSG00000253315	105377682
GNG4	ENSG00000168243	2786
AC025437.4	ENSG00000253673	ENSG00000253673
TP53I11	ENSG00000175274	9537
RPS3AP29	ENSG00000237818	ENSG00000237818
PRDM14	ENSG00000147596	63978
AC119674.1	ENSG00000260971	ENSG00000260971
DRICH1	ENSG00000189269	51233
PRR23A	ENSG00000206260	729627
GOT2P3	ENSG00000233719	ENSG00000233719
HNRNPA1P44	ENSG00000249271	ENSG00000249271
POTEC	ENSG00000183206	388468
AP000866.5	ENSG00000255045	ENSG00000255045
NFIA	ENSG00000162599	4774
AC026464.3	ENSG00000260371	ENSG00000260371
BX649601.1	ENSG00000273473	ENSG00000273473
ENSG00000238958	ENSG00000238958	ENSG00000238958
OR7M1P	ENSG00000273336	ENSG00000273336
AC138207.6	ENSG00000265798	ENSG00000265798
SGK2	ENSG00000101049	10110
PDE6G	ENSG00000185527	5148
NRN1L	ENSG00000188038	123904
FAM66E	ENSG00000225725	100132103
AC008549.1	ENSG00000248709	ENSG00000248709
AC016683.1	ENSG00000234174	ENSG00000234174
ANO7	ENSG00000146205	50636
ATP6V1G2-DDX39B	ENSG00000254870	ENSG00000254870
RIMKLB	ENSG00000166532	57494
AC026956.1	ENSG00000259622	ENSG00000259622
AC073343.1	ENSG00000198580	ENSG00000198580
AC116096.1	ENSG00000261734	ENSG00000261734
ENSG00000207418	ENSG00000207418	ENSG00000207418
CARD6	ENSG00000132357	84674
CNTN4	ENSG00000144619	152330
RNVU1-7	ENSG00000206585	26864
AC013488.1	ENSG00000254579	ENSG00000254579
CELSR3-AS1	ENSG00000228350	102724368
ALPK3	ENSG00000136383	57538
RPS27P20	ENSG00000240121	ENSG00000240121
HYAL4	ENSG00000106302	23553
AL390198.1	ENSG00000226465	ENSG00000226465
AC007614.3	ENSG00000260614	ENSG00000260614
CP	ENSG00000047457	1356
AC013452.1	ENSG00000259545	ENSG00000259545
LINC00865	ENSG00000232229	643529
ENSG00000239117	ENSG00000239117	ENSG00000239117
TTN	ENSG00000155657	7273
RPS26P43	ENSG00000244641	ENSG00000244641
ANKRD20A9P	ENSG00000206192	ENSG00000206192
NRN1	ENSG00000124785	51299
KIAA1107	ENSG00000069712	23285
CFAP206	ENSG00000272514	154313
LAP3P2	ENSG00000213500	ENSG00000213500
LINC01733	ENSG00000226203	101926955
RRM2P3	ENSG00000214018	ENSG00000214018
KCNQ4	ENSG00000117013	9132
FPGT-TNNI3K	ENSG00000259030	100526835
RGS22	ENSG00000132554	26166
AC068385.1	ENSG00000255498	ENSG00000255498
AC005180.2	ENSG00000267505	ENSG00000267505
IRX3	ENSG00000177508	79191
LDHAP2	ENSG00000235674	ENSG00000235674
LINC01795	ENSG00000225226	105374744
PROC	ENSG00000115718	5624
LOC105371592	ENSG00000262050	105371592
AC092902.1	ENSG00000239804	ENSG00000239804
AC004846.1	ENSG00000258376	ENSG00000258376
ACTG1P24	ENSG00000226359	ENSG00000226359
AC016526.1	ENSG00000258402	ENSG00000258402
BTF3P10	ENSG00000231120	ENSG00000231120
MS4A4A	ENSG00000110079	51338
AC090360.1	ENSG00000267127	ENSG00000267127
MT1F	ENSG00000198417	4494
PPIAP90	ENSG00000234557	ENSG00000234557
AC079741.1	ENSG00000180019	ENSG00000180019
AC119396.1	ENSG00000263264	ENSG00000263264
RNU5E-10P	ENSG00000200376	ENSG00000200376
ST7-OT4	ENSG00000214188	338069
IGKV2OR22-3	ENSG00000253460	ENSG00000253460
NSG2	ENSG00000170091	51617
LOC441666	ENSG00000215146	441666
ENSG00000266861	ENSG00000266861	ENSG00000266861
ENSG00000231518	ENSG00000231518	ENSG00000231518
AL353754.1	ENSG00000233990	ENSG00000233990
MAGEA10	ENSG00000124260	4109
AL161757.1	ENSG00000242995	ENSG00000242995
MPP2	ENSG00000108852	4355
AP001631.1	ENSG00000228120	ENSG00000228120
AC011933.2	ENSG00000264853	ENSG00000264853
ITPKA	ENSG00000137825	3706
LOC102723692	ENSG00000261448	102723692
ENSG00000265161	ENSG00000265161	ENSG00000265161
AC010655.1	ENSG00000228700	ENSG00000228700
AC010776.1	ENSG00000267269	ENSG00000267269
LINC00161	ENSG00000226935	118421
LINC01337	ENSG00000251221	103689917
AC246817.1	ENSG00000253853	ENSG00000253853
OR7E14P	ENSG00000184669	ENSG00000184669
AL139397.1	ENSG00000224799	ENSG00000224799
AC011476.1	ENSG00000243494	ENSG00000243494
SCG5	ENSG00000166922	6447
LOC102724927	ENSG00000262185	102724927
AP000532.2	ENSG00000230471	ENSG00000230471
RN7SL140P	ENSG00000266059	ENSG00000266059
PXDNL	ENSG00000147485	137902
LCA5	ENSG00000135338	167691
ALG9-IT1	ENSG00000254450	ENSG00000254450
PLEKHH1	ENSG00000054690	57475
LIPC	ENSG00000166035	3990
AC099794.1	ENSG00000234318	ENSG00000234318
SARDH	ENSG00000123453	1757
AC104002.2	ENSG00000259152	ENSG00000259152
LINC02332	ENSG00000259054	105370400
ZIK1P1	ENSG00000237426	ENSG00000237426
IGKV1-35	ENSG00000253461	ENSG00000253461
PHKA1	ENSG00000067177	5255
AC096540.1	ENSG00000227527	ENSG00000227527
ISLR2	ENSG00000167178	57611
TVP23BP1	ENSG00000259122	ENSG00000259122
BATF2	ENSG00000168062	116071
SERPING1	ENSG00000149131	710
DPY19L2P5	ENSG00000225100	ENSG00000225100
AC087269.1	ENSG00000254367	ENSG00000254367
SLC30A8	ENSG00000164756	169026
RFTN2	ENSG00000162944	130132
LMTK3	ENSG00000142235	114783
AC074052.2	ENSG00000261066	ENSG00000261066
NACAP2	ENSG00000180230	ENSG00000180230
AC026771.1	ENSG00000260545	ENSG00000260545
CTRL	ENSG00000141086	1506
AC010735.1	ENSG00000261379	ENSG00000261379
AL512288.2	ENSG00000238231	ENSG00000238231
AC073410.1	ENSG00000236047	ENSG00000236047
AP002449.1	ENSG00000266969	ENSG00000266969
AL670729.2	ENSG00000270094	ENSG00000270094
NBPF4	ENSG00000196427	148545
LOC100499484	ENSG00000254876	100499484
LINC00222	ENSG00000203801	387111
AC007638.1	ENSG00000262079	ENSG00000262079
SPHK1	ENSG00000176170	8877
AL358794.1	ENSG00000226457	ENSG00000226457
AP002884.5	ENSG00000255292	ENSG00000255292
MSC-AS1	ENSG00000235531	100132891
FAM153A	ENSG00000170074	285596
IGHV3-75	ENSG00000254176	ENSG00000254176
CDK7P1	ENSG00000213194	ENSG00000213194
Y_RNA	ENSG00000252784	ENSG00000252784
AC119751.5	ENSG00000250769	ENSG00000250769
TSPAN1	ENSG00000117472	10103
IGKV1OR9-1	ENSG00000204780	ENSG00000204780
RPL26P3	ENSG00000240179	ENSG00000240179
CTD-3080P12.3	ENSG00000249201	101928857
ST6GALNAC1	ENSG00000070526	55808
IGLV2-28	ENSG00000253451	ENSG00000253451
MATN1	ENSG00000162510	4146
AC009414.1	ENSG00000233752	ENSG00000233752
SNORA40	ENSG00000253047	ENSG00000253047
ENSG00000235261	ENSG00000235261	ENSG00000235261
CICP7	ENSG00000233653	ENSG00000233653
MAGED4	ENSG00000154545	728239
ENSG00000221686	ENSG00000221686	ENSG00000221686
CSF1	ENSG00000184371	1435
PCDHB13	ENSG00000187372	56123
AL391839.1	ENSG00000229327	ENSG00000229327
AC112512.1	ENSG00000214773	ENSG00000214773
AC002400.1	ENSG00000261528	ENSG00000261528
NLRP11	ENSG00000179873	204801
BTNL2	ENSG00000204290	56244
ENSG00000222670	ENSG00000222670	ENSG00000222670
PAH	ENSG00000171759	5053
TRGV2	ENSG00000233306	ENSG00000233306
SNORA63D	ENSG00000201229	109616971
AC022031.2	ENSG00000267284	ENSG00000267284
AC068533.2	ENSG00000229886	ENSG00000229886
GGTA1P	ENSG00000204136	2681
AL590399.3	ENSG00000231212	ENSG00000231212
ALDH1A1	ENSG00000165092	216
AC025647.1	ENSG00000253299	ENSG00000253299
TERC	ENSG00000270141	ENSG00000270141
CTAGE4	ENSG00000225932	100128553
C10orf128	ENSG00000204161	170371
AL136038.2	ENSG00000258800	ENSG00000258800
ENSG00000252896	ENSG00000252896	ENSG00000252896
ENSG00000266154	ENSG00000266154	ENSG00000266154
RNU2-22P	ENSG00000223198	ENSG00000223198
TMOD1	ENSG00000136842	7111
KCNH3	ENSG00000135519	23416
ENSG00000265294	ENSG00000265294	ENSG00000265294
RPL21P122	ENSG00000241185	ENSG00000241185
AC011530.1	ENSG00000268434	ENSG00000268434
SMIM15-AS1	ENSG00000251279	ENSG00000251279
AC145207.4	ENSG00000263585	ENSG00000263585
AC020983.1	ENSG00000243099	ENSG00000243099
MYB	ENSG00000118513	4602
AC127537.3	ENSG00000260647	ENSG00000260647
AC124944.1	ENSG00000226155	ENSG00000226155
AL163642.1	ENSG00000258506	ENSG00000258506
AC006058.3	ENSG00000272121	ENSG00000272121
CASC20	ENSG00000229876	101929244
AL353729.1	ENSG00000243695	ENSG00000243695
AL138974.1	ENSG00000258028	ENSG00000258028
AL158801.2	ENSG00000258413	ENSG00000258413
SPAG17	ENSG00000155761	200162
DIAPH2	ENSG00000147202	1730
VTRNA2-1	ENSG00000270123	ENSG00000270123
ASB13	ENSG00000196372	79754
IL26	ENSG00000111536	55801
AC093719.1	ENSG00000241129	ENSG00000241129
RPL12P1	ENSG00000204194	ENSG00000204194
AL357632.1	ENSG00000235089	ENSG00000235089
COL9A3	ENSG00000092758	1299
MVB12B	ENSG00000196814	89853
AL354760.1	ENSG00000273483	ENSG00000273483
AC009812.4	ENSG00000260317	ENSG00000260317
ENSG00000265627	ENSG00000265627	ENSG00000265627
NFIX	ENSG00000008441	4784
RN7SL513P	ENSG00000239821	ENSG00000239821
LINC02260	ENSG00000250456	339978
AC090092.1	ENSG00000255418	ENSG00000255418
RNA5SP477	ENSG00000199509	ENSG00000199509
MTND5P12	ENSG00000251544	ENSG00000251544
AL390039.1	ENSG00000213569	ENSG00000213569
CICP13	ENSG00000234419	ENSG00000234419
TDRP	ENSG00000180190	157695
MAP9	ENSG00000164114	79884
GPR37	ENSG00000170775	2861
IRF8	ENSG00000140968	3394
AC096536.1	ENSG00000233203	ENSG00000233203
GLDC	ENSG00000178445	2731
LTB4R2	ENSG00000213906	56413
AL121749.1	ENSG00000273312	ENSG00000273312
AC060766.5	ENSG00000267648	ENSG00000267648
FAM71A	ENSG00000162771	149647
AL133371.3	ENSG00000259130	ENSG00000259130
LINC01179	ENSG00000249500	101928151
AC020900.1	ENSG00000249180	ENSG00000249180
IL2RB	ENSG00000100385	3560
MIR222HG	ENSG00000270069	ENSG00000270069
MCMDC2	ENSG00000178460	157777
IGLV2-34	ENSG00000253120	ENSG00000253120
RPL17P41	ENSG00000213179	ENSG00000213179
ENSG00000256604	ENSG00000256604	ENSG00000256604
AL354977.1	ENSG00000226669	ENSG00000226669
AC022296.3	ENSG00000272832	ENSG00000272832
DGCR10	ENSG00000273164	ENSG00000273164
AL035658.1	ENSG00000232754	ENSG00000232754
LOC145694	ENSG00000259426	145694
TEX53	ENSG00000230054	105376230
LINC02345	ENSG00000259225	101928227
MIR4668	ENSG00000266315	100616114
AC010547.1	ENSG00000247324	ENSG00000247324
CAPN8	ENSG00000203697	388743
EPHA6	ENSG00000080224	285220
FAM197Y4	ENSG00000225560	100289188
FAM197Y7	ENSG00000225560	105379269
FAM197Y8	ENSG00000225560	105379268
AC005476.2	ENSG00000259146	ENSG00000259146
PHBP5	ENSG00000233523	ENSG00000233523
RPS7P13	ENSG00000235425	ENSG00000235425
ENSG00000264626	ENSG00000264626	ENSG00000264626
NRBF2P5	ENSG00000270427	ENSG00000270427
DIXDC1	ENSG00000150764	85458
PCSK5	ENSG00000099139	5125
ENSG00000267067	ENSG00000267067	ENSG00000267067
SIGLEC14	ENSG00000254415	100049587
AC004854.2	ENSG00000272768	ENSG00000272768
AL049835.1	ENSG00000258490	ENSG00000258490
AC020978.4	ENSG00000260891	ENSG00000260891
AC226101.1	ENSG00000216867	ENSG00000216867
LINC02564	ENSG00000262352	ENSG00000262352
AP001172.1	ENSG00000270071	ENSG00000270071
SPATA9	ENSG00000145757	83890
RN7SL865P	ENSG00000240205	ENSG00000240205
AC093655.1	ENSG00000226829	ENSG00000226829
ZNF137P	ENSG00000123870	ENSG00000123870
C15orf48	ENSG00000166920	84419
AC073135.2	ENSG00000267237	ENSG00000267237
AC005381.1	ENSG00000267243	ENSG00000267243
ITIH4-AS1	ENSG00000239799	100873993
ZNF205	ENSG00000122386	7755
AC098614.1	ENSG00000213846	ENSG00000213846
AC015917.2	ENSG00000265254	ENSG00000265254
SNRK-AS1	ENSG00000234617	ENSG00000234617
AL161804.1	ENSG00000259039	ENSG00000259039
CLC	ENSG00000105205	1178
FNBP1L	ENSG00000137942	54874
FEZ1	ENSG00000149557	9638
AL354893.2	ENSG00000229065	ENSG00000229065
CLLU1	ENSG00000257127	574028
SLC8A1	ENSG00000183023	6546
ENSG00000269942	ENSG00000269942	ENSG00000269942
TTC9B	ENSG00000174521	148014
MFSD1P1	ENSG00000261868	ENSG00000261868
PRKCQ-AS1	ENSG00000237943	ENSG00000237943
IGLVI-70	ENSG00000253239	ENSG00000253239
RN7SL449P	ENSG00000242889	ENSG00000242889
AC090186.1	ENSG00000272076	ENSG00000272076
ENSG00000257877	ENSG00000257877	ENSG00000257877
STARD4-AS1	ENSG00000246859	100505678
EYA2	ENSG00000064655	2139
MIR3163	ENSG00000266423	100423029
AC063949.2	ENSG00000266923	ENSG00000266923
LSAMP-AS1	ENSG00000240922	101926903
AC017079.2	ENSG00000238180	ENSG00000238180
EEF1GP3	ENSG00000226845	ENSG00000226845
AC008440.1	ENSG00000228323	ENSG00000228323
GULP1	ENSG00000144366	51454
AP000350.5	ENSG00000272973	ENSG00000272973
PLEKHG4	ENSG00000196155	25894
PFN1P6	ENSG00000227212	ENSG00000227212
ENSG00000237168	ENSG00000237168	ENSG00000237168
AC025366.1	ENSG00000253122	ENSG00000253122
BATF3	ENSG00000123685	55509
LINC00379	ENSG00000229557	ENSG00000229557
ENSG00000215922	ENSG00000215922	ENSG00000215922
RNU6-557P	ENSG00000252651	ENSG00000252651
FAM43A	ENSG00000185112	131583
LINC02451	ENSG00000257164	105369738
SMPDL3A	ENSG00000172594	10924
HNF4A-AS1	ENSG00000229005	101927219
AC016526.2	ENSG00000258454	ENSG00000258454
RNU4-53P	ENSG00000222760	ENSG00000222760
AP006621.2	ENSG00000255142	ENSG00000255142
TMEM51	ENSG00000171729	55092
AC007255.1	ENSG00000223813	ENSG00000223813
CPNE8	ENSG00000139117	144402
SNORA51	ENSG00000271798	677831
ENSG00000237502	ENSG00000237502	ENSG00000237502
RPL36AP43	ENSG00000241362	ENSG00000241362
AC006987.1	ENSG00000226975	ENSG00000226975
RN7SL41P	ENSG00000241550	ENSG00000241550
LINC02316	ENSG00000258912	ENSG00000258912
RN7SL598P	ENSG00000243700	ENSG00000243700
SLA2	ENSG00000101082	84174
CTRC	ENSG00000162438	11330
HMGN1P10	ENSG00000244101	ENSG00000244101
HMGN2P15	ENSG00000214578	ENSG00000214578
MYOF	ENSG00000138119	26509
FCGR3B	ENSG00000162747	2215
AC093278.1	ENSG00000244061	ENSG00000244061
AC107882.1	ENSG00000254820	ENSG00000254820
C17orf100	ENSG00000256806	388327
RBMS2	ENSG00000076067	5939
ENSG00000267330	ENSG00000267330	ENSG00000267330
MIR4749	ENSG00000265954	100616313
LOC105377245	ENSG00000249382	105377245
CNKSR2	ENSG00000149970	22866
AC073612.1	ENSG00000258064	ENSG00000258064
AC022306.1	ENSG00000259531	ENSG00000259531
ADH7	ENSG00000196344	131
ENSG00000265441	ENSG00000265441	ENSG00000265441
AC079921.1	ENSG00000249207	ENSG00000249207
ENSG00000272225	ENSG00000272225	ENSG00000272225
NR3C2	ENSG00000151623	4306
DYNLL1P1	ENSG00000205579	ENSG00000205579
AC116366.2	ENSG00000238160	ENSG00000238160
ACTG1P22	ENSG00000271615	ENSG00000271615
GTF2IP5	ENSG00000224316	ENSG00000224316
ZNF823	ENSG00000197933	55552
IGKV5-2	ENSG00000211599	ENSG00000211599
TBC1D26	ENSG00000214946	353149
APOBEC2	ENSG00000124701	10930
SUSD5	ENSG00000173705	26032
ENSG00000255591	ENSG00000255591	ENSG00000255591
TYMSOS	ENSG00000176912	ENSG00000176912
ENSG00000239022	ENSG00000239022	ENSG00000239022
WTIP	ENSG00000142279	126374
RPS29P11	ENSG00000242640	ENSG00000242640
MYCL	ENSG00000116990	4610
STX1B	ENSG00000099365	112755
AC024361.3	ENSG00000263321	ENSG00000263321
EEF1E1P1	ENSG00000236307	ENSG00000236307
ENSG00000263576	ENSG00000263576	ENSG00000263576
